AFT_reference,sample_id,borehole,long,lat,x_swiss_grid,y_swiss_grid,elevation,depth,depth_min,depth_max,location,outcrop_or_borehole,lithology,tectonic_unit,stratigraphic_unit,stratigraphic_age_min,stratigraphic_age_max,include_in_compilation,AFT_central_age,AFT_central_age_stdev,AFT_central_age_95ci_min,AFT_central_age_95ci_plus,AFT_n_grains,AFT_Dpar,AFT_Dper,AFT_age_dispersion_perc,AFT_P_chi_sq,P_X2,AFT_reset,AFT_resetting_depth,Unnamed: 31,Unnamed: 32,AFT_mean_track_length,AFT_track_length_stderr,AFT_track_length_stdev,N ap TL,ZFT_age,ZFT_age_stdev,ZFT_n_grains,ZFT_reference,AHe_mean age,AHe_mean age_error_perc,Ahe_reset,AHe_reference,distance_thrust_front,distance_thrust_front_perpendicular,distance_thrust_front_parallel
Cederbom2011,Th2,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,590.0,,,,borehole,,,USM,28.4,20.43,y,26.4,,3.1,3.6,40.0,,,,,32.0,n,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Cederbom2011,Th4,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,1207.0,,,,borehole,,,USM,28.4,20.43,y,30.6,,4.2,4.9,40.0,,,,,0.0,n,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Cederbom2011,Th5,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,1500.0,,,,borehole,,,USM,28.4,20.43,y,18.7,,3.4,4.2,40.0,,,,,0.0,y,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Cederbom2011,Th6,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,1806.0,,,,borehole,,,USM,28.4,20.43,y,27.4,,4.8,5.8,40.0,,,,,0.0,n,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Cederbom2011,Th7,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,2095.0,,,,borehole,,,USM,28.4,20.43,y,24.6,,6.3,8.5,42.0,,,,,0.0,n,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Cederbom2011,Th8,Thun,7.7059860227999994,46.7591581056,620424.972651,178698.542905,,2394.0,,,,borehole,,,USM,28.4,20.43,y,10.7,,3.4,4.9,60.0,,,,,0.0,y,,,,,,,,,,,,,,,,-3796.3403114720245,-3796.3403114720245,212165.4563346019
Mazurek2006,,Herdern,8.920304552000001,47.61399,711395.177731,274753.148733,,635.0,,,,borehole,,,OMM,19.0,17.25,y,43.0,,8.0,8.0,50.0,,,,,0.0,n,,,,,,,,,,,,,,,,39785.04588610032,39785.04588610032,342002.26347624185
Mazurek2006,,Herdern,8.920304552000001,47.61399,711395.177731,274753.148733,,1225.0,,,,borehole,,,USM,28.4,20.43,y,35.0,,4.0,4.0,20.0,,,,,0.0,n,,,,,,,,,,,,,,,,39785.04588610032,39785.04588610032,342002.26347624185
Mazurek2006,,Herdern,8.920304552000001,47.61399,711395.177731,274753.148733,,1910.45,,,,borehole,,,Kimmeridgian,155.7,150.8,y,32.0,,4.0,4.0,19.0,,,,,24.0,y,,,,,,,,,,,,,,,,39785.04588610032,39785.04588610032,342002.26347624185
Mazurek2006,,Herdern,8.920304552000001,47.61399,711395.177731,274753.148733,,2121.15,,,,borehole,,,Kimmeridgian,155.7,150.8,y,3.9,,0.7,0.7,3.0,,,,,73.0,y,,,,,,,,,,,,,,,,39785.04588610032,39785.04588610032,342002.26347624185
